Daily online hours,Priority 2
month,Priority
1,862.870017921146
2,976.758965517244
3,1200.3875537634362
4,1487.4562129629624
5,1435.7348745519737
6,1475.3029907407397
7,1564.8312455197174
8,1527.5834318996426
9,1613.3873148148227
