Ted per order,Priority 2
month,Priority
1,1991.3977182357617
2,1998.159172523864
3,1710.658926086001
4,1911.7019474456447
5,1992.4558400657263
6,1943.5675040217795
7,2083.1981844802344
8,1930.0172786177104
9,1903.167739219342
