Bad rating rate,Priority 2
month,Priority
1,0.0238736021530323
2,0.0221065103517086
3,0.0326887661141804
4,0.0289826498422712
5,0.0269824138149958
6,0.0295461115929459
7,0.0286340771314329
8,0.0254752106603958
9,0.0242453696203898
