B cancel rate,Priority 2
month,Priority
1,0.0080221113657813
2,0.0101313772059044
3,0.0286882306533744
4,0.029830674246592
5,0.0326309030412702
6,0.0303754447453666
7,0.0234745526284325
8,0.0241585984324573
9,0.0196828310641986
