Tri per order,Priority 2
month,Priority
1,8.374207461370702
2,7.783659578448489
3,8.727886740331492
4,7.976561514195582
5,8.016414195924067
6,8.16163573287077
7,7.991340126402681
8,8.000421320791691
9,7.989646849181922
