Ted per order,Priority 2
month,Priority
1,20.510032017075773
2,17.728831691194813
3,15.704660067526088
4,14.827595951629863
5,15.261953526760204
6,16.428590344030066
7,16.385918999097125
8,16.052664609053497
9,15.545288082509854
