B2c gmv,Priority 2
month,Priority
1,0.0853128631713682
2,0.0648918165314445
3,0.0609589797281044
4,0.0561466203718981
5,0.0400298200509578
6,0.0605084168853524
7,0.0548169405322029
8,0.0471951294820829
9,0.0421291431929203
