R burn per order,Priority 2
month,Priority
1,12.85158182914946
2,11.767860750810677
3,9.514274861878452
4,9.573652076761306
5,9.97167671893848
6,10.23827638045678
7,10.409796207919516
8,10.666093964334705
9,10.566664506722825
