B p1,Priority 2
month,Priority
1,0.1204606820675413
2,0.0840893730669795
3,0.0696575530128898
4,0.074844125889613
5,0.0739291048444866
6,0.0760003465227772
7,0.0711137910964833
8,0.0709045941728564
9,0.0706940467954233
