P2c burn per order,Priority 2
month,Priority
1,3.840186302259756
2,3.2325077949613368
3,3.495309238796808
4,2.9248166403785487
5,3.6284229572725537
6,3.612636021971668
7,3.6555174341115273
8,3.3699725651577506
9,3.194032615152006
