R burn gmv,Priority 2
month,Priority
1,0.287147581978732
2,0.2798783857829466
3,0.2152000520826002
4,0.2307852489837247
5,0.2401922554943844
6,0.2403333191543756
7,0.2458984152321882
8,0.2496222181389823
9,0.2494490512923303
