Ted gmv,Priority 2
month,Priority
1,0.4582631288742653
2,0.4216498563859477
3,0.3552182077493487
4,0.3574383522703283
5,0.3676215288729543
6,0.3856447608647303
7,0.3870653597364007
8,0.3756859596542111
9,0.3669802672149672
