B cancel rate,Old_3_vs_New_2
month,Old priority,New priority
1,0.04804804805,0.02736349069
2,0.07643814027,0.03052345343
3,0.07303877367,0.02843864882
4,0.1231884058,0.02883048806
5,0.09557945042,0.02456666232
