B p1p2,priority_4
month,Old priority,New priority
1,0.008283508827,0.007490487111
2,0.008158244702,0.007395224602
3,0.008255240625,0.007616250612
4,0.008379377916,0.00792660136
5,0.00835198084,0.007902490424
