Orders per eff online,priority_4
month,Old priority,New priority
1,3.5432199918066365,1.9341943419434195
2,2.894466242727641,1.620253164556962
3,2.741686460807601,1.6131210805595757
4,2.516754232340922,1.7471215351812366
5,2.6670934699103714,1.6993952330131623
6,3.073625,1.897699115044248
