B cancel rate,priority_4
month,Old priority,New priority
1,0.017425976519235,0.0119412124923453
2,0.0214361796556009,0.0162932790224032
3,0.0262417994376757,0.017877412031782
4,0.0256566095072715,0.0168747110494683
5,0.0259524002924214,0.0236388296841697
6,0.0247524752475247,0.0304794520547945
