R burn gmv,priority_4
month,Old priority,New priority
1,0.239589581,0.2340186089611732
2,0.233302223,0.2230338395761882
3,0.236081689,0.237104412239468
4,0.240992438,0.2247584392842133
5,0.2456363,0.216728462585576
6,0.261465383,0.2419860978067112
