B p1p2,priority_4
month,Old priority,New priority
1,0.0080434606249668,0.0043671421476282
2,0.0080237279334887,0.0039091427207979
3,0.0081655890927342,0.0041208670899934
4,0.0090700707352596,0.0062981733640556
5,0.0094790726426095,0.0066103243713411
6,0.0097928207978049,0.0070270130646065
