R burn per order,priority_4
month,Old priority,New priority
1,10.8609457740779,10.075984101748809
2,10.0966073014537,9.226090198863636
3,10.4809542993286,10.550944976076556
4,10.265766375951,9.480944593605075
5,10.3788687644569,8.837536110529621
6,11.3725149457074,9.737606789778026
