country_code,month_,priority,eff_online_rs,complete_orders,daily_orders,orders_per_eff_online,active_rs,b_cancel_rate,bad_rating_rate,daily_online_hours,healthy_stores,exposure_uv,shop_enter_uv,click_pay_user_cnt_app,pay_success_user_cnt_app,b_p1,b_p2,b_p1p2,r_burn,r_burn_gmv,r_burn_per_order,b2c_total_burn,b2c_gmv,b2c_per_order,tri_per_order,total_p2c_burn,p2c_gmv,p2c_burn_per_order,ted,ted_gmv,ted_per_order,imperfect_orders,imperfect_order_rate,pay_order_cnt,b_cancel_order_cnt,exposure_per_eff_online
MX,1,Priority 5,7691.44,138075,5523.0,0.7180709984086205,2896.32,0.0791284182667291,0.0225602027883396,53131.80093333334,5439.36,75813863,2613067,163276,152613,0.0344668758008017,0.062484429216702,0.002153643061296,2350445.87,0.071808371,17.0229648379504,1036213.64,0.03165732,7.504715842839,57.1479390186493,1837390.77,0.05613405,13.307193699077,5224050.28,0.159599737,37.834874379866,3529.0,0.0255585732391816,155671,12318,394.2765619961932
MX,2,Priority 5,9611.758620689656,184201,6351.758620689655,0.6608320986148432,3479.862068965517,0.0717151405645897,0.0223505844159369,67793.6482375479,7021.344827586207,92610856,3104933,216634,202236,0.0335266634399751,0.069770909710451,0.0023391858077631,3328374.18,0.071572556,18.0692514155732,1587969.77,0.03414732,8.62085314412,60.1330619812053,1835048.09,0.03946043,9.962204819735,6751374.04,0.14517992,36.6522116600887,4667.0,0.0253364531137181,205884,14765,332.246981965337
MX,3,Priority 5,8565.129032258064,172553,5566.225806451613,0.6498706307269912,3104.7741935483878,0.0784460120488131,0.0231291255440357,60341.95568996416,6265.419354838709,108690716,3218437,203219,190491,0.0296109651168366,0.0631421401133531,0.0018696997082989,3216744.09,0.071995674,18.64206411943,966332.0,0.02162799,5.600203995294,61.7551492005355,1786030.12,0.0399741,10.350617607344,5969106.21,0.133597767,34.592885722068,4602.0,0.0266700665882366,194210,15235,409.3519333832984
MX,4,Priority 5,8114.266666666666,143856,4795.2,0.5909591337068867,2738.0666666666666,0.075718631650835,0.0225503281058836,56963.18483333333,5930.933333333333,87384115,2539514,168466,158147,0.0290615062016706,0.066337889848215,0.0019278789972296,2925983.66,0.081601302,20.3396706428651,89742.73,0.00250279,0.623837240018,58.9076965854744,1590982.09,0.04437011,11.059546282394,4606708.48,0.1284742,32.0230541652764,3572.0,0.024830385941497,161070,12196,358.9731460637232
MX,5,Priority 5,7836.806451612903,202390,6528.709677419355,0.833082929600191,2998.548387096774,0.068638816709974,0.0210978803300558,55286.175313620086,5736.709677419355,106307723,3216225,234990,221158,0.0302539167356636,0.0730639181027446,0.0022104696946617,3685135.1,0.074470083,18.2080888383813,189380.69,0.00382705,0.935721577153,57.9201437323978,2152969.58,0.04350772,10.637727061614,6027485.37,0.121804852,29.7815374771481,4607.0,0.0227629823607885,225135,15453,437.5865868667701
MX,6,Priority 5,7427.433333333333,178130,5937.666666666667,0.7994237578705968,2809.7,0.0700696334842309,0.0210857239095042,52039.81936111111,5410.566666666667,107603516,3106199,207697,195644,0.0288670771687423,0.0668653231811612,0.0019302064441834,2930688.45,0.067657893,16.4525259641835,90001.83,0.00207778,0.505259248863,57.8364159321844,2004236.57,0.04626982,11.251538595408,5024926.85,0.116005494,28.2093238084545,4001.0,0.0224611238982765,199473,13977,482.9102740740408
MX,1,Priority 4,6796.08,534369,21374.76,3.1451601511459546,5785.04,0.0326217495965928,0.0187192745088131,47223.70366666667,5487.68,72073142,5176408,588099,557467,0.0718215947904699,0.1136114077561119,0.0081597524914343,13511955.42,0.106718714,25.2858145214262,3073837.45,0.02427746,5.752275019696,54.706127264119,7047379.88,0.05566088,13.188227385945,23633172.75,0.186657055,44.2263169270673,11448.0,0.0214233984381579,567045,18498,424.2042000682746
MX,2,Priority 4,7744.9655172413795,589414,20324.62068965517,2.6242364339014443,6335.689655172414,0.0308458157969811,0.0178261799007149,57309.733955938704,6479.206896551724,91341378,5409185,648355,614299,0.0592194372193509,0.1198618645877336,0.0070981521649476,14541521.75,0.096213303,24.6711509227809,4400404.13,0.02911507,7.465727196843,59.1124302442765,5774875.83,0.0382092,9.797656367171,24716819.71,0.16353769,41.9345650256017,12326.0,0.0209122959413926,623942,19246,406.67743228081423
MX,3,Priority 4,8017.387096774193,801023,25839.451612903227,3.222926784126435,6829.387096774193,0.0281536056361733,0.0184439148438933,59891.979641577054,6755.774193548387,114335165,6906989,872023,830303,0.0604100147141957,0.1262522641921103,0.0076269011375459,22296315.55,0.107059462,27.8348006861226,4826959.09,0.02317745,6.025993123793,58.9928090454332,8121013.33,0.03899439,10.138302308423,35244287.97,0.169231303,43.9990961183387,17146.0,0.021405128192324,843693,23753,460.02906988440446
MX,4,Priority 4,8338.633333333333,705371,23512.366666666665,2.8196906767296,6825.3,0.0277922351094727,0.0174985929390349,62244.21928703704,7066.766666666666,99944487,6015008,766786,730451,0.0601834896606153,0.1274787996956945,0.0076721190234334,19528796.54,0.108395725,27.6858511903665,1510527.35,0.00838427,2.141465058813,58.0457394902824,7734241.22,0.04292936,10.96478480119,28773565.11,0.159709352,40.7921010503692,13972.0,0.0198080159235352,741646,20612,399.52385083087154
