Bad rating rate,Old_2_vs_New_1
month,Old priority,New priority
1,0.01610356401,0.01599275968
2,0.01584325144,0.01594024458
3,0.01635410994,0.01645097083
4,0.01607631705,0.01609074465
5,0.01725790354,0.01736878585
