B2c gmv,Old_2_vs_New_1
month,Old priority,New priority
1,0.03342353,0.03500478
2,0.02634452,0.02676107
3,0.03299461,0.03390357
4,0.04558209,0.04729154
5,0.03455464,0.03802111
