R burn gmv,Old_2_vs_New_1
month,Old priority,New priority
1,0.159586485,0.170361505
2,0.159622013,0.17224632
3,0.162678267,0.175329108
4,0.169057585,0.180013483
5,0.168738204,0.17894285
