B p1p2,Old_2_vs_New_1
month,Old priority,New priority
1,0.01516856528,0.01653926454
2,0.01474802489,0.01606929223
3,0.01618187377,0.01783248205
4,0.01676292941,0.01823043021
5,0.01618567353,0.01772603553
