Orders per eff online,priority_4
month,Old priority,New priority
1,3.1388755297482063,3.1451601511459546
2,2.992980041760447,2.6242364339014443
3,3.2563469159773386,3.222926784126435
4,2.8618171234870142,2.8196906767296
5,3.0676565913374207,3.1838860007739025
6,2.9359838770061897,3.0562494430399934
