B2c per order,priority_4
month,Old priority,New priority
1,5.730067508023,5.752275019696
2,6.85170523128,7.465727196843
3,6.734389017705,6.025993123793
4,5.2358305496,2.141465058813
5,3.251410332611,2.098145241404
6,3.27535465426,0.626522391679
