Healthy stores,priority_4
month,Old priority,New priority
1,8310.58064516129,5487.68
2,8537.827586206897,6479.206896551724
3,8184.483870967741,6755.774193548387
4,8223.1,7066.766666666666
5,7985.483870967741,6448.225806451613
6,8011.266666666666,5956.333333333333
