B cancel rate,priority_4
month,Old priority,New priority
1,0.0310798982267398,0.0326217495965928
2,0.0293951874671797,0.0308458157969811
3,0.0300122179779922,0.0281536056361733
4,0.0297715300331109,0.0277922351094727
5,0.0312160403032767,0.0291921062747427
6,0.0313151794766436,0.0291487578300642
