Daily online hours,priority_4
month,Old priority,New priority
1,71607.8830107527,47223.70366666667
2,72983.84115900382,57309.733955938704
3,69835.53870967742,59891.979641577054
4,70172.83463888889,62244.21928703704
5,67947.74681899643,56413.35771505377
6,68122.11995370369,52053.420638888885
