B2c gmv,priority_4
month,Old priority,New priority
1,0.02344678,0.02427746
2,0.02764868,0.02911507
3,0.02669885,0.02317745
4,0.02109286,0.00838427
5,0.01285787,0.00805531
6,0.01292193,0.00240683
