Bad rating rate,priority_4
month,Old priority,New priority
1,0.0186657370816996,0.0187192745088131
2,0.0178339866157329,0.0178261799007149
3,0.0185423985967362,0.0184439148438933
4,0.0177492917033577,0.0174985929390349
5,0.0193896153961522,0.0192592220748545
6,0.018657796983243,0.0183402749429887
