R burn per order,priority_4
month,Old priority,New priority
1,24.5997341839447,25.2858145214262
2,24.5854502212402,24.6711509227809
3,26.6103701536913,27.8348006861226
4,26.0250546895938,27.6858511903665
5,27.8363681327288,30.3403894117212
6,28.0856139876274,28.0860025689583
