Daily online hours,priority_5
month,Old priority,New priority
1,15324.214390680998,12721.977204301067
2,17357.41205938697,14255.943534482734
3,16431.585913978495,13145.102132616434
4,15769.562694444445,12859.540842592602
5,14716.822876344086,12425.216738351215
6,13862.22125925926,11795.465268518548
