Orders per eff online,priority_5
month,Old priority,New priority
1,0.6063979005474865,0.6815004786071629
2,0.4798893412074995,0.5438317853813486
3,0.5031459790455324,0.5694163938992967
4,0.3719146860183251,0.3858744850265107
5,0.4485034511275804,0.3978015448603684
6,0.5527451974339702,0.4928947368421053
