Healthy stores,priority_5
month,Old priority,New priority
1,1719.451612903226,1437.0
2,1957.9310344827584,1619.0344827586207
3,1860.6129032258063,1494.032258064516
4,1786.6333333333334,1460.3333333333333
5,1656.645161290323,1401.6774193548388
6,1550.6,1321.9333333333334
