Bad rating rate,priority_5
month,Old priority,New priority
1,0.034969904989305,0.0336301478772459
2,0.0326772006332327,0.0317440162529363
3,0.0354780181437543,0.0337868827396422
4,0.0318097970895675,0.0301623019102791
5,0.0313109464203397,0.0297330097087378
6,0.0303586110935424,0.0295700028748613
