Daily online hours,Priority 1
month,Priority
1,98.40222222222224
2,29.472539682539686
3,859.9268100358423
4,773.796342592593
5,887.153548387096
6,887.7044629629617
7,1042.6112096774175
8,1098.5738888888868
9,1096.191342592591
