Ted per order,Priority 1
month,Priority
1,1759.6230248306997
2,1225.806896551724
3,2061.19617663226
4,2417.567032288832
5,2526.4452466591406
6,2594.3524650064646
7,2371.998286604361
8,2400.4633798312298
9,2459.235146228836
