Ted gmv,Priority 1
month,Priority
1,0.2186877104606168
2,0.1797365363438072
3,0.2517200508825893
4,0.2951029271946947
5,0.3038651827682969
6,0.3086807720239146
7,0.2949015573804045
8,0.2942230221866494
9,0.3009601336377342
