Imperfect order rate,Priority 1
month,Priority
1,0.0383747178329571
2,0.0275862068965517
3,0.0217431136627374
4,0.0205066344993968
5,0.0202945732363674
6,0.0186913261003991
7,0.0189252336448598
8,0.0193126183974217
9,0.01900974858902
