R burn gmv,Priority 1
month,Priority
1,0.1596085064313313
2,0.1147281381490398
3,0.182419374706845
4,0.2042314553514921
5,0.2057307163512432
6,0.2133953882583252
7,0.2082699567943504
8,0.210334481492524
9,0.211975466708122
