Daily orders,Priority 1
month,Priority
1,40.27272727272727
2,5.178571428571429
3,1056.3225806451612
4,1188.2333333333331
5,1228.6774193548388
6,1185.9333333333334
7,1242.5806451612902
8,1311.1935483870968
9,1299.3333333333333
