Healthy stores,Priority 1
month,Priority
1,9.181818181818182
2,3.357142857142857
3,77.7741935483871
4,70.06666666666666
5,80.51612903225806
6,79.03333333333333
7,95.4516129032258
8,101.03225806451611
9,102.23333333333332
