Active rs,Priority 1
month,Priority
1,7.636363636363637
2,2.071428571428572
3,80.87096774193549
4,73.26666666666667
5,82.96774193548387
6,82.26666666666667
7,95.90322580645162
8,100.6774193548387
9,100.36666666666666
