B2c per order,Priority 1
month,Priority
1,92.83747178329573
2,87.08275862068965
3,223.62047272949368
4,396.39941650068727
5,422.1896610569981
6,367.826381471696
7,351.55059709241954
8,352.776957709056
9,336.1465623396614
