Bad rating rate,Priority 1
month,Priority
1,0.0316027088036117
2,0.0206896551724137
3,0.0211628901239846
4,0.0209274272729823
5,0.0221586284754128
6,0.0207712631401427
7,0.0197300103842159
8,0.0199522720003936
9,0.0204463827603899
