Tri per order,Priority 3
month,Priority
1,60.442989420049614
2,52.471287556522014
3,69.25670306090248
4,66.74786561466021
5,66.1958236112093
6,62.39418673671283
7,62.20526950166992
8,62.521769338023255
9,61.63795492368408
