Ted gmv,Priority 3
month,Priority
1,0.1691030049536772
2,0.1613697589277328
3,0.1490100551257997
4,0.1706709901381259
5,0.1651956897754164
6,0.2177415760499731
7,0.2210567049097533
8,0.2370439132891709
9,0.237593339557961
