B2c gmv,Priority 3
month,Priority
1,0.0306026168189636
2,0.0228072840204906
3,0.0298132484349061
4,0.0359148472678108
5,0.0342122251448797
6,0.0469041631122922
7,0.0532723008011102
8,0.0582729496469646
9,0.0555206160655737
