P2c burn per order,Priority 3
month,Priority
1,12.929300538453836
2,9.360855610261543
3,10.76843262858946
4,11.423561720539576
5,11.372658559004456
6,10.962750221737052
7,9.674685856949177
8,10.702206958836392
9,11.057652195964687
