B2c per order,Priority 3
month,Priority
1,7.964808231446149
2,5.219365332224333
3,8.769165982959922
4,10.377601425299058
5,9.759636333639728
6,13.219850753905984
7,14.783246255084157
8,16.509970371074566
9,15.59469782701726
