B p1,Priority 3
month,Priority
1,0.0708869073168389
2,0.0654839209554636
3,0.0508085493305939
4,0.0505922521647805
5,0.0523520504573952
6,0.0564148865087629
7,0.0538416319036846
8,0.0552391629789935
9,0.0521180819618657
