Bad rating rate,Priority 3
month,Priority
1,0.0182757239645332
2,0.0175830604886885
3,0.0207636478384348
4,0.0206159328073301
5,0.0205755497419218
6,0.0191546701234904
7,0.0228167057967659
8,0.0199955635833571
9,0.0203350609417843
