R burn per order,Old_2_vs_New_1
month,Old priority,New priority
1,13050.974229947557,13391.443306781724
2,12414.794165793324,13260.2523749727
3,12940.987676816112,13786.026989031792
4,12860.258661874836,13710.39998177178
5,12889.33252414142,13730.058119935426
6,13026.878665437063,13756.98468912474
