B cancel rate,Old_2_vs_New_1
month,Old priority,New priority
1,0.010632865426733,0.0096707884674782
2,0.0087907688586596,0.0075903627150427
3,0.008814527358964,0.0075095539699083
4,0.0081611990737415,0.0072044479635253
5,0.0069308399669354,0.0058809245572232
6,0.0066020606431704,0.0059548074688448
