Imperfect orders,Old_2_vs_New_1
month,Old priority,New priority
1,7474.0,4998.0
2,6204.0,4843.0
3,7590.0,6006.0
4,7589.0,6055.0
5,8325.0,6569.0
6,8192.0,6433.0
