Active rs,Priority 4
month,Priority
1,5785.04
2,6335.689655172414
3,6829.387096774193
4,6825.3
5,6476.741935483871
6,5938.333333333333
7,5810.548387096775
8,6028.032258064516
9,5440.666666666667

Aop,Priority 4
month,Priority
1,236.9388976905472
2,256.4214102820768
3,259.99383937789554
4,255.4146049383941
5,260.46736816171455
6,260.310609076372
7,258.6423083038416
8,262.0268850006929
9,263.08891359045083

Asp,Priority 4
month,Priority
1,192.7125807634799
2,214.48684525647508
3,215.99474325955683
4,214.62250388802488
5,217.1768818792372
6,220.5275209859644
7,221.8766704813561
8,223.00908804034603
9,224.45341707431928

B2c gmv,Priority 4
month,Priority
1,0.0242774617243676
2,0.0291150695592473
3,0.0231774458126074
4,0.008384270192104
5,0.0080553094086681
6,0.0024068261908405
7,0.0008896636015154
8,0.0030752029068289
9,0.0010372246918391

B2c per order,Priority 4
month,Priority
1,5.752275019696128
2,7.465727196842966
3,6.02599312379295
4,2.1414650588130217
5,2.09814524140409
6,0.6265223916786623
7,0.2301046475098733
8,0.8057858384214575
9,0.2728823173251578

B2c total burn,Priority 4
month,Priority
1,3073837.45
2,4400404.13
3,4826959.09
4,1510527.35
5,1588270.77
6,408258.28
7,143563.21
8,505847.37
9,141968.39

Bad rating rate,Priority 4
month,Priority
1,0.0187192745088131
2,0.0178261799007149
3,0.0184439148438933
4,0.0174985929390349
5,0.0192592220748545
6,0.0183402749429887
7,0.0173920987844283
8,0.0163929725743067
9,0.0162823999769343

B cancel order cnt,Priority 4
month,Priority
1,18498
2,19246
3,23753
4,20612
5,23390
6,20135
7,19107
8,18296
9,16266

B cancel rate,Priority 4
month,Priority
1,0.0326217495965928
2,0.0308458157969811
3,0.0281536056361733
4,0.0277922351094727
5,0.0291921062747427
6,0.0291487578300642
7,0.0289012182467774
8,0.0277025338975993
9,0.0294837355490543

B p1,Priority 4
month,Priority
1,0.0718215947904699
2,0.0592194372193509
3,0.0604100147141957
4,0.0601834896606153
5,0.063392021894242
6,0.0642210771181135
7,0.0634933835507881
8,0.0629213351918022
9,0.0594204559179052

B p1p2,Priority 4
month,Priority
1,0.0081597524914343
2,0.0070981521649476
3,0.0076269011375459
4,0.0076721190234334
5,0.0078902393259753
6,0.0076778804928788
7,0.0078262617681129
8,0.0078250480009886
9,0.0072854792185119

B p2,Priority 4
month,Priority
1,0.1136114077561119
2,0.1198618645877336
3,0.1262522641921103
4,0.1274787996956945
5,0.1244673870655013
6,0.1195539040673196
7,0.1232610601363325
8,0.124362395952592
9,0.1226089417519368

Click pay user cnt app,Priority 4
month,Priority
1,588099
2,648355
3,872023
4,766786
5,829519
6,714457
7,683497
8,682053
9,567091

Complete orders,Priority 4
month,Priority
1,534369
2,589414
3,801023
4,705371
5,756988
6,651626
7,623904
8,627769
9,520255

Daily online hours,Priority 4
month,Priority
1,47223.70366666687
2,57309.73395593856
3,59891.97964157718
4,62244.2192870369
5,56413.35771505384
6,52053.42063888887
7,52346.94341397858
8,56871.96465053761
9,52893.27406481488

Daily orders,Priority 4
month,Priority
1,21374.76
2,20324.62068965517
3,25839.451612903227
4,23512.366666666665
5,24418.967741935485
6,21720.866666666665
7,20125.93548387097
8,20250.612903225807
9,17341.833333333332

Eff online rs,Priority 4
month,Priority
1,6796
2,7744
3,8017
4,8338
5,7669
6,7107
7,7103
8,7746
9,7268

Exposure per eff online,Priority 4
month,Priority
1,424.2042000682746
2,406.67743228081423
3,460.02906988440446
4,399.52385083087154
5,442.1856819596561
6,436.4405964045007
7,396.58594367297263
8,362.9816682630242
9,356.9821551415756

Exposure uv,Priority 4
month,Priority
1,72073142
2,91341378
3,114335165
4,99944487
5,105132299
6,93053936
7,87333777
8,87162788
9,77838531

Gmv,Priority 4
month,Priority
1,126612801.82
2,151138369.12
3,208261045.2
4,180162055.3
5,197170672.09
6,169625160.95
7,161367970.72
8,164492355.57
9,136873322.74

Healthy stores,Priority 4
month,Priority
1,5487.68
2,6479.206896551724
3,6755.774193548387
4,7066.766666666666
5,6448.225806451613
6,5956.333333333333
7,5985.83870967742
8,6500.709677419355
9,6052.1

Imperfect orders,Priority 4
month,Priority
1,11449.0
2,12326.0
3,17146.0
4,13972.0
5,16007.0
6,13010.0
7,11333.0
8,10768.0
9,9043.0

Imperfect order rate,Priority 4
month,Priority
1,0.0214252698041989
2,0.0209122959413926
3,0.021405128192324
4,0.0198080159235352
5,0.0211456456377115
6,0.0199654402985761
7,0.0181646535364415
8,0.0171528062073788
9,0.0173818608182525

Orders per eff online,Priority 4
month,Priority
1,3.1451601511459546
2,2.6242364339014443
3,3.222926784126435
4,2.8196906767296
5,3.1838860007739025
6,3.0562494430399934
7,2.833171369667687
8,2.614288093949111
9,2.385987360465223

P2c burn per order,Priority 4
month,Priority
1,13.188227385944918
2,9.79765636717146
3,10.138302308423103
4,10.964784801189728
5,10.851951629352117
6,11.070563129770758
7,9.56573217995076
8,10.498587028031013
9,10.951176730641704

P2c gmv,Priority 4
month,Priority
1,0.0556608793004909
2,0.0382091977280428
3,0.038994394377504
4,0.0429293571674745
5,0.0416633826568806
6,0.0425282825354336
7,0.0369844061579954
8,0.0400668314169488
9,0.0416253827696036

Pay order cnt,Priority 4
month,Priority
1,567045
2,623942
3,843693
4,741646
5,801244
6,690767
7,661114
8,660445
9,551694

Pay success user cnt app,Priority 4
month,Priority
1,557467
2,614299
3,830303
4,730451
5,789210
6,680079
7,650700
8,650370
9,543390

Realpay price,Priority 4
month,Priority
1,102979629.07
2,126421549.41
