B2c gmv,priority_5
month,Old priority,New priority
1,0.02178304,0.01469495
2,0.04790323,0.03471819
3,0.04576391,0.02941072
4,0.01458145,0.00975724
5,0.01592407,0.01135759

B2c per order,priority_5
month,Old priority,New priority
1,997.1041636,670.1481673
2,2117.484572,1581.564252
3,2069.414068,1321.519255
4,652.1727671,437.6519505
5,708.7622593,503.0606962

B2c total burn,priority_5
month,Old priority,New priority
1,40089570.0,21994933.0
2,70891266.0,42374851.0
3,74136759.0,34248493.0
4,15911059.0,9794213.0
5,19989222.0,13874414.0

Bad rating rate,priority_5
month,Old priority,New priority
1,0.03496990499,0.03275342007
2,0.03267720063,0.03030642332
3,0.03547801814,0.03206513351
4,0.03180718941,0.02859823942
5,0.03130872602,0.02962291516

B cancel rate,priority_5
month,Old priority,New priority
1,0.08442989634,0.08834891962
2,0.08430446194,0.09000651042
3,0.08788217567,0.1004232524
4,0.08717371421,0.08793354261
5,0.07618249014,0.07587171419

B p1p2,priority_5
month,Old priority,New priority
1,0.002447434439,0.00236095552
2,0.0025079801,0.00239769216
3,0.002153183051,0.001948816439
4,0.001859782779,0.001950850198
5,0.002086359737,0.002233398218

Daily online hours,priority_5
month,Old priority,New priority
1,15324.21439,12716.6466
2,17357.41206,14292.36523
3,16431.59559,13165.60254
4,15770.87025,13271.08576
5,14717.15676,12841.4216

Daily orders,priority_5
month,Old priority,New priority
1,1296.967742,1058.741935
2,1154.448276,923.8965517
3,1155.645161,836.0
4,813.2333333,745.9666667
5,909.7741935,889.6774194

Exposure uv,priority_5
month,Old priority,New priority
1,20707807,17785172
2,16717836,14374656
3,21025616,17591703
4,16979940,15073428
5,16983169,15670291

Healthy stores,priority_5
month,Old priority,New priority
1,1719.451613,1429.096774
2,1957.931034,1615.724138
3,1860.612903,1488.645161
4,1786.633333,1497.833333
5,1656.677419,1438.322581

Imperfect orders,priority_5
month,Old priority,New priority
1,1356.0,1018.0
2,1091.0,819.0
3,1276.0,875.0
4,810.0,674.0
5,845.0,771.0

Orders per eff online,priority_5
month,Old priority,New priority
1,0.6063979005,0.5940990135
2,0.4798893412,0.4630820284
3,0.503145979,0.4524678318
4,0.3719168267,0.4039749445
5,0.4485209924,0.5004082373

R burn,priority_5
month,Old priority,New priority
1,215674995.0,157473131.0
2,169205606.0,127697666.0
3,193132305.0,129476850.0
4,127563700.0,119845504.0
5,167527700.0,169498232.0

R burn gmv,priority_5
month,Old priority,New priority
1,0.117188992,0.105208788
2,0.114337014,0.104624121
3,0.119218725,0.111187594
4,0.116903833,0.119393033
5,0.133458091,0.138751152

R burn per order,priority_5
month,Old priority,New priority
1,5364.248993,4797.938241
2,5054.081842,4766.083156
3,5390.992463,4996.019833
4,5228.66336,5355.266276
5,5940.06666,6145.693691

Ted,priority_5
month,Old priority,New priority
1,457796575.0,344952256.0
2,404743030.0,302893822.0
3,437069799.0,287797507.0
4,258339729.0,237367637.0
5,306564983.0,304686624.0

Ted gmv,priority_5
month,Old priority,New priority
1,0.24874798,0.230464769
2,0.273496313,0.248164284
3,0.269799008,0.247144662
4,0.236751556,0.236471467
5,0.244219777,0.24941629

Bad rating rate,priority_5
month,Old priority,New priority
1,0.03496990499,0.03275342007
2,0.03267720063,0.03030642332
3,0.03547801814,0.03206513351
4,0.03180718941,0.02859823942
5,0.03130872602,0.02962291516

B cancel rate,priority_5
month,Old priority,New priority
1,0.08442989634,0.08834891962
2,0.08430446194,0.09000651042
3,0.08788217567,0.1004232524
4,0.08717371421,0.08793354261
5,0.07618249014,0.07587171419

B p1p2,priority_5
month,Old priority,New priority
1,0.002447434439,0.00236095552
2,0.0025079801,0.00239769216
3,0.002153183051,0.001948816439
4,0.001859782779,0.001950850198
5,0.002086359737,0.002233398218

Daily online hours,priority_5
month,Old priority,New priority
1,15324.21439,12716.6466
2,17357.41206,14292.36523
3,16431.59559,13165.60254
4,15770.87025,13271.08576
5,14717.15676,12841.4216

Daily orders,priority_5
month,Old priority,New priority
1,1296.967742,1058.741935
2,1154.448276,923.8965517
3,1155.645161,836.0
4,813.2333333,745.9666667
5,909.7741935,889.6774194

Exposure uv,priority_5
month,Old priority,New priority
1,20707807,17785172
2,16717836,14374656
3,21025616,17591703
4,16979940,15073428
5,16983169,15670291

Healthy stores,priority_5
month,Old priority,New priority
1,1719.451613,1429.096774
2,1957.931034,1615.724138
3,1860.612903,1488.645161
4,1786.633333,1497.833333
5,1656.677419,1438.322581

Imperfect orders,priority_5
month,Old priority,New priority
1,1356.0,1018.0
2,1091.0,819.0
3,1276.0,875.0
4,810.0,674.0
5,845.0,771.0

Orders per eff online,priority_5
month,Old priority,New priority
1,0.6063979005,0.5940990135
2,0.4798893412,0.4630820284
3,0.503145979,0.4524678318
4,0.3719168267,0.4039749445
5,0.4485209924,0.5004082373

Ted gmv,priority_5
month,Old priority,New priority
1,0.24874798,0.230464769
2,0.273496313,0.248164284
3,0.269799008,0.247144662
4,0.236751556,0.236471467
5,0.244219777,0.24941629

Bad rating rate,priority_5
month,Old priority,New priority
1,0.03496990499,0.03275342007
2,0.03267720063,0.03030642332
3,0.03547801814,0.03206513351
4,0.03180718941,0.02859823942
5,0.03130872602,0.02962291516

B cancel rate,priority_5
month,Old priority,New priority
1,0.08442989634,0.08834891962
2,0.08430446194,0.09000651042
3,0.08788217567,0.1004232524
4,0.08717371421,0.08793354261
5,0.07618249014,0.07587171419

B p1p2,priority_5
month,Old priority,New priority
1,0.002447434439,0.00236095552
2,0.0025079801,0.00239769216
3,0.002153183051,0.001948816439
4,0.001859782779,0.001950850198
5,0.002086359737,0.002233398218

Daily orders,priority_5
month,Old priority,New priority
1,1296.967742,1058.741935
2,1154.448276,923.8965517
3,1155.645161,836.0
4,813.2333333,745.9666667
5,909.7741935,889.6774194

Exposure uv,priority_5
month,Old priority,New priority
1,20707807,17785172
2,16717836,14374656
3,21025616,17591703
4,16979940,15073428
5,16983169,15670291

Healthy stores,priority_5
month,Old priority,New priority
1,1719.451613,1429.096774
2,1957.931034,1615.724138
3,1860.612903,1488.645161
4,1786.633333,1497.833333
5,1656.677419,1438.322581

Imperfect orders,priority_5
month,Old priority,New priority
1,1356.0,1018.0
2,1091.0,819.0
3,1276.0,875.0
4,810.0,674.0
5,845.0,771.0

Orders per eff online,priority_5
month,Old priority,New priority
1,0.6063979005,0.5940990135
2,0.4798893412,0.4630820284
3,0.503145979,0.4524678318
4,0.3719168267,0.4039749445
5,0.4485209924,0.5004082373

Ted gmv,priority_5
month,Old priority,New priority
1,0.24874798,0.230464769
2,0.273496313,0.248164284
3,0.269799008,0.247144662
4,0.236751556,0.236471467
5,0.244219777,0.24941629

Bad rating rate,priority_5
month,Old priority,New priority
1,0.03496990499,0.03275342007
2,0.03267720063,0.03030642332
3,0.03547801814,0.03206513351
4,0.03180718941,0.02859823942
5,0.03130872602,0.02962291516

B cancel rate,priority_5
month,Old priority,New priority
1,0.08442989634,0.08834891962
2,0.08430446194,0.09000651042
3,0.08788217567,0.1004232524
4,0.08717371421,0.08793354261
5,0.07618249014,0.07587171419

B p1p2,priority_5
month,Old priority,New priority
1,0.002447434439,0.00236095552
2,0.0025079801,0.00239769216
3,0.002153183051,0.001948816439
4,0.001859782779,0.001950850198
5,0.002086359737,0.002233398218

Daily orders,priority_5
month,Old priority,New priority
1,1296.967742,1058.741935
2,1154.448276,923.8965517
3,1155.645161,836.0
4,813.2333333,745.9666667
5,909.7741935,889.6774194

Exposure uv,priority_5
month,Old priority,New priority
1,20707807,17785172
2,16717836,14374656
3,21025616,17591703
4,16979940,15073428
5,16983169,15670291

Healthy stores,priority_5
month,Old priority,New priority
1,1719.451613,1429.096774
2,1957.931034,1615.724138
3,1860.612903,1488.645161
4,1786.633333,1497.833333
5,1656.677419,1438.322581

Imperfect orders,priority_5
month,Old priority,New priority
1,1356.0,1018.0
2,1091.0,819.0
3,1276.0,875.0
4,810.0,674.0
5,845.0,771.0

Orders per eff online,priority_5
month,Old priority,New priority
1,0.6063979005,0.5940990135
2,0.4798893412,0.4630820284
3,0.503145979,0.4524678318
4,0.3719168267,0.4039749445
5,0.4485209924,0.5004082373

Ted gmv,priority_5
month,Old priority,New priority
1,0.24874798,0.230464769
2,0.273496313,0.248164284
3,0.269799008,0.247144662
4,0.236751556,0.236471467
5,0.244219777,0.24941629




