B p1p2,priority_5
month,Old priority,New priority
1,0.002447434439,0.00236095552
2,0.0025079801,0.00239769216
3,0.002153183051,0.001948816439
4,0.001859782779,0.001950850198
5,0.002086359737,0.002233398218
