Active rs,Priority 0
month,Priority
1,12.774193548387096
2,13.96551724137931
3,19.580645161290324
4,17.7
5,19.032258064516128
6,20.33333333333333
7,20.61290322580645
8,21.677419354838708
9,22.066666666666663
