P2c gmv,Priority 0
month,Priority
1,0.0505139826652802
2,0.0525665549915616
3,0.0446503476176835
4,0.0527030917450309
5,0.0599869371070824
6,0.0675785010883267
7,0.0545144497881933
8,0.0509816411153274
9,0.0471591050973705
