Healthy stores,priority_4
month,Old priority,New priority
1,7479.548387096775,5450.096774193548
2,7897.9655172413795,5786.689655172414
3,7909.967741935484,5749.032258064516
4,8292.066666666668,6015.733333333334
5,8056.16129032258,5955.967741935484
6,7851.933333333333,5904.966666666666
