Daily orders,priority_4
month,Old priority,New priority
1,28586.41935483871,20349.70967741936
2,27628.48275862069,19779.55172413793
3,29144.41935483871,21239.0
4,27936.93333333333,20841.5
5,29297.74193548387,22024.967741935485
6,29038.566666666666,21416.8
