Ted gmv,priority_4
month,Old priority,New priority
1,0.178028751,0.1654700630589561
2,0.162972401,0.1539812520794536
3,0.166884023,0.158894304900958
4,0.164718736,0.1540620294008491
5,0.164883723,0.1511934783442344
6,0.171557394,0.1515255163827157
